item_code,item_name,uom,item_group,description
VT210004,Bơm tiêm nhựa dùng 1 lần 10ml,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210152,Bơm tiêm nhựa dùng 1 lần 10ml,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210005,Bơm tiêm nhựa dùng 1 lần 1ml,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210006,Bơm tiêm nhựa dùng 1 lần 20ml,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210007,"Bơm tiêm nhựa dùng 1 lần 50ml (có kim, không kim)",Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210154,Bơm tiêm nhựa dùng 1 lần 5ml 23G-25G,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210008,Bơm tiêm nhựa dùng 1 lần 5ml 23G-25G,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT0009,Bơm tiêm sử dụng 1 lần 20ml,Cái,Vật tư tiêu hao,Hãng SX: Tanaphar
NT230128,Bơm tiêm sử dụng 1 lần 20ml,Cái,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
NT220059,Bơm tiêm sử dụng một lần 1ml,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT029,Bơm tiêm sử dụng một lần 1ml/cc,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT004,Bơm tiêm sử dụng một lần 20 ml/cc,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahancook
VT030,Bơm tiêm sử dụng một lần 20ml/cc,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT031,Bơm tiêm sử dụng một lần 3ml/cc,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT005,Bơm tiêm sử dụng một lần 50 ml/cc,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahancook
VT032,Bơm tiêm sử dụng một lần 50ml/cc,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT250010,Bơm tiêm sử dụng một lần 5ml,Cái,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam | Nước SX: Việt Nam
VT033,Bơm tiêm sử dụng một lần 5ml/cc,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT0047,Bơm tiêm sử dụng một lần Banapha (20ml),Cái,Vật tư tiêu hao,"Hãng SX: Changzhou Jiafeng Medical Equipment Co.,Ltd"
VT230087,Bơm tiêm sử dụng một lần Banapha (20ml),Cái,Vật tư tiêu hao,"Hãng SX: Changzhou Jiafeng Medical Equipment Co.,Ltd"
VT230088,Bơm tiêm sử dụng một lần Banapha (50ml),Cái,Vật tư tiêu hao,"Hãng SX: Changzhou Jiafeng Medical Equipment Co.,Ltd"
VT0048,Bơm tiêm sử dụng một lần Banapha (50ml),Cái,Vật tư tiêu hao,"Hãng SX: Changzhou Jiafeng Medical Equipment Co.,Ltd"
VT0049,Bơm tiêm sử dụng một lần Banapha (5ml),Cái,Vật tư tiêu hao,"Hãng SX: Changzhou Jiafeng Medical Equipment Co.,Ltd"
VT230090,Bơm tiêm sử dụng một lần Banapha (5ml),Cái,Vật tư tiêu hao,"Hãng SX: Changzhou Jiafeng Medical Equipment Co.,Ltd"
VT230089,Bơm tiêm sử dụng một lần Banapha (5ml),Cái,Vật tư tiêu hao,"Hãng SX: Changzhou Jiafeng Medical Equipment Co.,Ltd"
VT260052,Bơm tiêm sử dụng một lần Vihankok (20ml),Chiếc,Vật tư tiêu hao,"Hãng SX: Tanaphar, Việt Nam | Nước SX: Việt Nam"
VT260025,Bơm tiêm sử dụng một lần Vihankok (20ml),Cái,Vật tư tiêu hao,Hãng SX: Công ty CP tanaphar | Nước SX: Việt Nam
VT260053,Bơm tiêm sử dụng một lần Vihankok (5ml),Chiếc,Vật tư tiêu hao,"Hãng SX: Tanaphar, Việt Nam | Nước SX: Việt Nam"
VT260054,Bơm tiêm sử dụng một lần Vihankok (5ml),Chiếc,Vật tư tiêu hao,"Hãng SX: Tanaphar, Việt Nam | Nước SX: Việt Nam"
VT0039,Bơm tiêm sử dụng một lần Vihankok(10ml),Cái,Vật tư tiêu hao,Hãng SX: Tanaphar
NT230158,Bơm tiêm sử dụng một lần Vihankok(10ml),Cái,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
NT230156,Bơm tiêm sử dụng một lần Vihankok(5ml)-G23,Cái,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
VT0037,Bơm tiêm sử dụng một lần Vihankok(5ml)-G23,Cái,Vật tư tiêu hao,Hãng SX: Tanaphar
NT230157,Bơm tiêm sử dụng một lần Vihankok(5ml)-G25,Cái,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
VT0038,Bơm tiêm sử dụng một lần Vihankok(5ml)-G25,Cái,Vật tư tiêu hao,Hãng SX: Tanaphar
VT034,Bơm tiêm sử dụng một lần10ml/cc,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
NT0282,"Bơm tiêm tự khóa 0,5ml kim 2525 (100 cái /1 hộp)",Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0160,Bồn massage chân FC-885 Xuất xứ: Medisana/Đức,Cái,Thiết bị y tế,Hãng SX: Đức
VT368,Bồn Massage chân FS885,Chiếc,Thiết bị y tế,Hãng SX: Medisana/Đức
NT220010,Bồn ngâm chân trị liệu Beurer. Model: FB50- Trung Quốc,Chiếc,Thiết bị y tế,Hãng SX: Beurer-Trung Quốc
NT210063,Bồn ngâm chân trị liệu. HSX: Beurer/TQ. Model: FB50,Cái,Thiết bị y tế,Hãng SX: Trung Quốc
NT220060,bóng bóp ampu người lớn - Trung Quốc,Cái,Vật tư tiêu hao,Hãng SX: Greetmed/Trung Quốc
VT035,Bóng bóp giúp thở (bóng bóp ambu),Chiếc,Vật tư tiêu hao,Hãng SX: Besmed/Đài Lọan
NT0002,Bông cầm máu,Hộp,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT0068,Bóng cao su dùng cho máy tán sỏi ngoài cơ thể SDS5000,Chiếc,Vật tư tiêu hao,Hãng SX: Hàn Quốc
VT210001,Bông cuộn y tế 10cm x 3m,Cuộn,Vật tư tiêu hao,Hãng SX: Việt Nam
NT240034,Bóng đèn hồng ngoại,Chiếc,Vật tư tiêu hao,Hãng SX: Greetmed/Trung Quốc - Trung Quốc
VT036,Bóng đèn hồng ngoại 150W,Chiếc,Vật tư tiêu hao,Hãng SX: Philips/Phần Lan
VT210123,Bóng đèn hồng ngoại y tế,Chiếc,Vật tư tiêu hao,Hãng SX: Greetmed/Trung Quốc
TH0225,Bóng đèn hồng ngoại y tế Philips,Chiếc,Vật tư tiêu hao,Hãng SX: Philips/Phần Lan
VT037,Bóng đèn mổ 24V-25W,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0323,Bóng đèn Photometer Lamp,Chiếc,Vật tư tiêu hao,Hãng SX: Beckman Couter/Nhật
VT012,Bông gạc đắp vết thương cỡ 5cm x 7cm,Miếng,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT038,Bóng haLọgen lamp,Chiếc,Vật tư tiêu hao,Hãng SX: Philips/Phần Lan
TH0256,Bông lót bó bột (10cmx2.7m) ORBE,Cuộn,Vật tư tiêu hao,Hãng SX: Orbe/Việt Nam
TH0257,Bông lót bó bột (15cm x 2.7m) ORBE,Cuộn,Vật tư tiêu hao,Hãng SX: Orbe/Việt Nam
VT260050,"Bông lót bột 10 cm x2,7 m",Cuộn,Vật tư tiêu hao,"Hãng SX: An Lành, Việt Nam | Nước SX: Việt Nam"
VT250019,"Bông lót bột 10cm x 2,7m",Cuộn,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đầu tư và Thương mại An Lành | Nước SX: Việt Nam
NT220030,"Bông lót bột 10cmx2,7m",Cuộn,Vật tư tiêu hao,Hãng SX: Công ty TNHH Hameco Hưng Yên
VT039,"Bông mỡ cuộn cỡ 10cm x 3,65m",Cuộn,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT040,"Bông mỡ cuộn cỡ 15cm x 3,65m",Cuộn,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT210011,Bông mỡ y tế Bảo Thạch 1KG,Gam,Vật tư tiêu hao,Hãng SX: Việt Nam
VT260001,Bóng PAR38E IR Red 150W,Cái,Vật tư tiêu hao,Hãng SX: Phillip | Nước SX: Ba Lan
VT250011,Bông tẩm cồn,Miếng,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đầu tư và Thương mại An Lành | Nước SX: Việt Nam
NT0305,Bông tẩm cồn TANAPHAR,Miếng,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
VT210009,Bông tẩm cồn tiệt trùng,Miếng,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
VT0307,Bông tẩm cồn tiệt trùng (alcohol pads),Miếng,Vật tư tiêu hao,Hãng SX: Khac
VT041,Bông tẩm cồn tiệt trùng (alcohol pads),Hộp,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
VT042,Bông viên tiệt trùng,Gói,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT043,Bông y tế,Kg,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT0300,Bông y tế,Gam,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT0308,Bông y tế,Gam,Vật tư tiêu hao,Hãng SX: Khac
VT306,Bông y tế (Gam),Gam,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
NT230093,Bông y tế 1kg,Gam,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
TH0021,Bông y tế Bảo Thạch 1kg,Gam,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
NT0264,Bông y tế Bảo Thạch 1kg,Gam,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210010,Bông y tế Bảo Thạch 1kg,Gam,Vật tư tiêu hao,Hãng SX: Việt Nam
VT044,Bông y tế không thấm nước,Kg,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT0301,Bông y tế không thấm nước,Gam,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
NT230092,Bông y tế không thấm nước 1 kg,Gam,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
VT230093,Bông y tế không thấm nước Hiệp Hưng,Gam,Vật tư tiêu hao,Hãng SX: Công ty TNHH sản xuất và thương mại Hiệp Hưng - Việt Nam
VT260084,Bông y tế thấm nước,Gam,Vật tư tiêu hao,Hãng SX: Công ty cổ phần Châu Ngọc Thạch-Việt Nam | Nước SX: Việt Nam
VT230010,Bông y tế thấm nước Hiệp Hưng,Gam,Vật tư tiêu hao,Hãng SX: Công ty TNHH sản xuất và thương mại Hiệp Hưng - Việt Nam
NT220061,Bóp bóng ampu người lớn - Trung Quốc,Cái,Vật tư tiêu hao,Hãng SX: Greetmed/Trung Quốc
NT230138,Bột bó 10 x 4.6m,Cuộn,Vật tư tiêu hao,"Hãng SX: Yiwu Jiekang Medical Articles Co.,Ltd/TQ"
VT210078,"Bột bó 10cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: ORBE/Việt Nam
VT210079,"Bột bó 15cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: ORBE/Việt Nam
VT230134,"Bột bó 15cm x 4,6m",Cuộn,Vật tư tiêu hao,"Hãng SX: Yiwu Jiekang Medical Articles Co.,Ltd/TQ"
VT210080,"Bột bó 20cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: ORBE/Việt Nam
VT230108,"Bột bó băng xương gãy cỡ 10cm x 4,6m",Cuộn,Vật tư tiêu hao,"Hãng SX: Yiwu Jiekang Medical Articles Co.,Ltd/TQ"
VT045,"Bột bó cỡ 10cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: Star/trung quốc
VT046,"Bột bó cỡ 15cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: Star/trung quốc
VT047,"Bột bó cỡ 20cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: Star/trung quốc
VTTH371,"Bột bó Obanda 10cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: OBBE/Việt Nam
TH0003,"Bột bó OBANDA 10cmx4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: Orbe/Việt Nam
VTTH369,"Bột bó OBanda 15cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: OBBE/Việt Nam
TH0004,"Bột bó OBANDA 15cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: Orbe/Việt Nam
VTTH370,"Bột bó OBanda 20cm x 4,6m",Cuộn,Vật tư tiêu hao,Hãng SX: Omiga/Việt Nam
VT048,Bột oxít kẽm,Hộp,Vật tư tiêu hao,Hãng SX: Malaysia
TH0267,Bột sát trung CALCIUM HYDROXIDE,Lọ,Vật tư tiêu hao,Hãng SX: Ấn độ
VT049,Bột sát trùng hydroxit canxi,Tuýp,Vật tư tiêu hao,Hãng SX: Prevest DenPro/Ấn Độ
VT050,Bột tal y tế,Kg,Vật tư tiêu hao,Hãng SX: Tuấn Minh/Việt Nam
DCYT036,Búa phản xạ,Chiếc,Dụng cụ y tế,Hãng SX: India
NT230191,Bút đo độ dẫn điện trong nước HI98309-Hanna,Cái,Vật tư tiêu hao,Hãng SX: Hanna/Romania
HC0166,"C-pack CA G2, 300 test",test,Hóa chất,
HC18111,"C-pack CA G2, 300 test",test,Hóa chất,
HC18085,"C-pack CRE Plus G2, 250 Tests",test,Hóa chất,
HC0139,"C-pack CRE Plus G2, 250Tests",test,Hóa chất,
HC0076,CA 125 G2 CS G2 Elecsys,Hộp,Hóa chất,
HC18023,CA 125 G2 CS G2 Elecsys,Hộp,Hóa chất,
HC0075,CA 125 G2 Elecsys cobas e100,test,Hóa chất,
HC18022,CA 125 G2 Elecsys cobas e100,test,Hóa chất,
HC0072,CA 15-3 II CS ELEC,Hộp,Hóa chất,
HC18019,CA 15-3 II CS ELEC,Hộp,Hóa chất,
HC0071,CA 15-3 II RP ELEC,test,Hóa chất,
HC18018,CA 15-3 II RP ELEC,test,Hóa chất,
HC18021,CA 19-9 CALSET,Hộp,Hóa chất,
HC0074,CA 19-9 CALSET,Hộp,Hóa chất,
HC18020,CA 19-9 RP ELEC,test,Hóa chất,
HC0073,CA 19-9 RP ELEC,test,Hóa chất,
HC18025,CA 72-4 CASET ELEC,Hộp,Hóa chất,
HC0078,CA 72-4 CASET ELEC,Hộp,Hóa chất,
HC18024,CA 72-4 RP ELEC,test,Hóa chất,
HC0077,CA 72-4 RP ELEC,test,Hóa chất,
VTTH402,Ca Electrode Filling Solution (1x30ml),Lọ,Vật tư tiêu hao,Hãng SX: SFRI/Pháp
2021HC60,Ca Electrode Filling Solution,Lọ,Hóa chất,
NT0111,Cable kẹp tấm điện cực trung tính dùng cho dao mổ điện HSX: COVIDIEN/USA,Chiếc,Dụng cụ y tế,Hãng SX: Mỹ
VT051,Cán dao mổ cỡ số 3,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0045,Cán dao mổ cỡ số 3,Cái,Vật tư tiêu hao,Hãng SX: Zhangjiang Star
VT052,Cán dao mổ cỡ số 4,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
NT0106,Cân điện tử FEH 500,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
NT220119,Cân đo y tế có thước đo TZ-120-Trung Quốc,Chiếc,Dụng cụ y tế,Hãng SX: Trung Quốc
NT230045,Cán gương Prime,Cái,Dụng cụ y tế,Hãng SX: Pakistan
TBYT004,Cân nhơn hòa 100kg,Cái,Thiết bị y tế,Hãng SX: Việt Nam
NT0126,Cân Nhơn Hòa 100kg,Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT220075,Cân Nhơn Hòa 1kg,Chiếc,Vật tư tiêu hao,Hãng SX: Nhơn Hòa - Việt Nam
NT0149,Cân Nhơn Hòa 1kg,Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
VT0274,Cản quang Xenatic 350mg/ml,Lọ,Vật tư tiêu hao,Hãng SX: Xenatic/Pháp
Nt220121,Cân sức khỏe có thước đo chiều cao,Cái,Thiết bị y tế,Hãng SX: Akiko-Trung Quốc
NT220123,Cân sức khỏe có thước đo chiều cao TZ120-Akico-Trung Quốc,Cái,Thiết bị y tế,Hãng SX: Akiko-Trung Quốc
TBYT020,Cân sức khỏe TZ 120,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
NT220058,Cân sức khỏe và phân tích cơ thể TANITA BC-402,Chiếc,Dụng cụ y tế,Hãng SX: Tanita / Trung Quốc
NT0107,Cân thước đo TZ 120TQ có thước đo chiều cao,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
VT250031,Canuym mayo số 3,Cái,Vật tư tiêu hao,"Hãng SX: HitecMedical Co.,Ltd | Nước SX: Trung Quốc"
VT053,Canuyn đặt nội khí quản (canuyn mayo),Chiếc,Vật tư tiêu hao,Hãng SX: Bicakcilar/Thổ nhĩ kỳ
TH0092,Canuyn đặt nội khí quản (canuyn mayo) số 3,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT230033,Canuyn Mayo,Cái,Vật tư tiêu hao,"Hãng SX: Hangzhou Rollmed Co.,Ltd Trung Quốc"
VT210102,Canuyn mayo các số,Chiếc,Vật tư tiêu hao,Hãng SX: Hangzhou Rollmed/Trung Quốc
VT230081,Canuyn mayo số 3,Chiếc,Vật tư tiêu hao,Hãng SX: Hitec/Trung Quốc
VT230082,Canuyn mayo số 4,Chiếc,Vật tư tiêu hao,Hãng SX: Hitec/Trung Quốc
NT220066,Cáp điện tim BJ-901D của máy điện tim,Cái,Vật tư tiêu hao,Hãng SX: Nihonkoden/Nhật
NT260008,Cather tĩnh mạch trung tâm 3 nòng,Bộ,Vật tư tiêu hao,"Hãng SX: Guangdong Baihe Medical Technology Co., Ltd. | Nước SX: Trung Quốc"
VT054,CaThẻter tĩnh mạch dưới đòn,Chiếc,Vật tư tiêu hao,Hãng SX: Thổ Nhĩ Kỳ
VT055,CaThẻter tĩnh mạch dưới đòn Lọại 2 nòng,Chiếc,Vật tư tiêu hao,Hãng SX: Biometrix/Hà Lan
VT260070,Catheter tĩnh mạch trung tâm,bộ,Vật tư tiêu hao,"Hãng SX: GUANGDONG BAIHE MEDICAL TECHNOLOGY CO., LTD / TRUNG QUỐC | Nước SX: Trung Quốc"
VT210012,CaThẻter tĩnh mạch trung tâm 2 nòng,Chiếc,Vật tư tiêu hao,Hãng SX: Pháp
VT0046,Catheter tĩnh mạch trung tâm 3 nòng,Bộ,Vật tư tiêu hao,Hãng SX: Guangdong Baihe
NT230170,CaThẻter tĩnh mạch trung tâm 3 nòng,Bộ,Vật tư tiêu hao,Hãng SX: Guangdong Baihe/Trung Quốc
HC0080,CEA CALSET GEN.2,Hộp,Hóa chất,
HC18027,CEA CALSET GEN.2,Hộp,Hóa chất,
HC0079,CEA RP ELECSYS KIT,test,Hóa chất,
HC18026,CEA RP ELECSYS KIT,test,Hóa chất,
VTTH368,Cement GC Nhật Fuj 2 - 10g,Hộp,Vật tư tiêu hao,Hãng SX: Label/Nhật Bản
VTTH367,Cement GC Nhật Fuj 9- 15g,Hộp,Vật tư tiêu hao,Hãng SX: Label/Nhật Bản
KN2020HC05,Cetrimide Agar Base,Chai,Hóa chất,
HC18127,CFAS 12X3ML,Hộp,Hóa chất,
HC0184,CFAS 12X3ML,Hộp,Hóa chất,
HC0189,CFAS CK.MB 3X1ML,Hộp,Hóa chất,
HC18132,CFAS CK.MB 3X1ML,Hộp,Hóa chất,
HC18126,"CFAS HBA1C, 3X2ML",Hộp,Hóa chất,
HC0183,"CFAS HBA1C, 3X2ML",Hộp,Hóa chất,
HC18130,CFAS LIPIDS 3X1ML,Hộp,Hóa chất,
HC0187,CFAS LIPIDS 3X1ML,Hộp,Hóa chất,
HC18129,CFAS PAC F 3X1ML,Hộp,Hóa chất,
HC0186,CFAS PAC F 3X1ML,Hộp,Hóa chất,
HC18131,CFAS PROTEINS,Hộp,Hóa chất,
HC0188,CFAS PROTEINS,Hộp,Hóa chất,
HC0185,CFAS PROTEINS U,Hộp,Hóa chất,
HC18128,CFAS PROTEINS U,Hộp,Hóa chất,
NT0029,Chai trung tính Duran G/45 - 1000ml,Chai,Dụng cụ y tế,Hãng SX: Đức
NT0031,Chai trung tính Duran G/45 - 500ml,Chai,Dụng cụ y tế,Hãng SX: Đức
VT056,Chất hàn composite đặc,Tuýp,Vật tư tiêu hao,Hãng SX: FGM/Brasil
VTTHVTTH120919154016,Chất hàn Composite lỏng,Tuýp,Vật tư tiêu hao,Hãng SX: Meta Biomed/Hàn Quốc
VT057,Chất hàn composite Lọ̉ng,Tuýp,Vật tư tiêu hao,Hãng SX: Meta Biomed/Hàn Quốc
TH0268,Chất hàn composite lỏng NEXCOM FLọW (A3),Tuýp,Vật tư tiêu hao,Hãng SX: Hàn Quốc
VT058,Chất hàn ống tủy cortisomol,Lọ,Vật tư tiêu hao,Hãng SX: Pierre Rolland /Pháp
VT210111,Chất hàn ống tủy cortisomol,Hộp,Vật tư tiêu hao,Hãng SX: Pierre Rolland /Pháp
TH0235,Chất hàn ống tủy CORTISOMOL,Hộp,Vật tư tiêu hao,Hãng SX: Pháp
VT059,Chất hàn tạm cavinton,Lọ,Vật tư tiêu hao,Hãng SX: Reco Dent/Đài Lọan
VT210112,Chất hàn tạm cavinton,Lọ,Vật tư tiêu hao,Hãng SX: GC/Nhật Bản
TH0203,Chất hàn tạm CAVITON GC,Lọ,Vật tư tiêu hao,Hãng SX: Nhật Bản
NT220011,Chậu gỗ ngâm chân,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
VT230094,Chế phẩm diệt khuẩn dùng trong gia dụng và y tế Asi-surface,Chai,Vật tư tiêu hao,Hãng SX: Minh hung Pharma - Việt Nam
VT230142,Chế phẩm sát khuẩn tay nhanh dùng trong gia dụng và y tế Asirub,Chai,Vật tư tiêu hao,Hãng SX: Minh hung Pharma - Việt Nam
VT250038,Chỉ Carelon số 2/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
VT250039,Chỉ Carelon số 3/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
VT250040,Chỉ Carelon số 4/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
VT250041,Chỉ Carelon số 5/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
VT250043,Chỉ Caresorb số 3/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
VT250044,Chỉ Caresyn số 2/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
VT250045,Chỉ Caresyn số 3/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
VT250046,Chỉ Caresyn số 4/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
VT250047,Chỉ Caresyn số 5/0,Sợi,Vật tư tiêu hao,Hãng SX: Công ty TNHH Chỉ phẫu thuật CPT | Nước SX: Việt Nam
NT210006,Chỉ catgut 4.0,Sợi,Vật tư tiêu hao,Hãng SX: Futura Surgicare/Ấn Độ
NT230144,Chỉ Catgut 4/0,Sợi,Vật tư tiêu hao,Hãng SX: SMI AG/Bỉ
NT240023,Chỉ Catgut chrom số 4/0,Sợi,Vật tư tiêu hao,Hãng SX: SMI AG/Bỉ
VT230099,Chỉ Catgut chrom số 4/0,Sợi,Vật tư tiêu hao,Hãng SX: SMI AG/Bỉ
VT060,Chỉ catgut plain Lọại không kim cỡ số 2.0,Sợi,Vật tư tiêu hao,Hãng SX: FuturaSurgicare/Ấn Độ
VT061,Chỉ catgut plain Lọại không kim cỡ số 3.0,Sợi,Vật tư tiêu hao,Hãng SX: FuturaSurgicare/Ấn Độ
VT210085,Chỉ Chromic cat gut 4/0,Sợi,Vật tư tiêu hao,Hãng SX: Huaiyin/Trung Quốc
NT230078,Chỉ Chromic catgut 4/0,Sợi,Vật tư tiêu hao,Hãng SX: Huaian-Trung Quốc
VT062,Chỉ chromic catgut cỡ số 4.0,Sợi,Vật tư tiêu hao,Hãng SX: FuturaSurgicare/Ấn Độ
VT230124,Chỉ DacLọn NyLọn số 4/0,Sợi,Vật tư tiêu hao,Hãng SX: SMI AG/Bỉ
VT230125,Chỉ DacLọn NyLọn số 5/0,Sợi,Vật tư tiêu hao,Hãng SX: SMI AG/Bỉ
VT063,Chỉ dafiLọn 3.0,Sợi,Vật tư tiêu hao,Hãng SX: FuturaSurgicare/Ấn Độ
NT0198,Chỉ EthiLọn 3.0,Sợi,Vật tư tiêu hao,Hãng SX: Mỹ
NT0199,Chỉ EthiLọn 4.0,Sợi,Vật tư tiêu hao,Hãng SX: Mỹ
VT156,Chỉ không tiêu đơn sợi Filamide số 1-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0150,Chỉ không tiêu đơn sợi Filamide số 1-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT157,Chỉ không tiêu đơn sợi Filamide số 2-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0151,Chỉ không tiêu đơn sợi Filamide số 2-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0152,Chỉ không tiêu đơn sợi Filamide số 3-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT158,Chỉ không tiêu đơn sợi Filamide số 3-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0153,Chỉ không tiêu đơn sợi Filamide số 4-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT159,Chỉ không tiêu đơn sợi Filamide số 4-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0154,Chỉ không tiêu dơn sợi Filamide số 5-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT160,Chỉ không tiêu đơn sợi Filamide số 5-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT161,Chỉ không tiêu Filaprop số 2-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0155,Chỉ không tiêu Filaprop số 2-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT162,Chỉ không tiêu Filaprop số 3-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0156,Chỉ không tiêu Filaprop số 3-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT163,Chỉ không tiêu Filaprop số 4-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0157,Chỉ không tiêu Filaprop số 4-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
VT0158,Chỉ không tiêu Filaprop số 5-0,Sợi,Vật tư tiêu hao,Hãng SX: Meril/Ấn Độ
